2020-08-13 13:49:58.867 febs [main] INFO  cc.mrbird.febs.FebsApplication - Starting FebsApplication on bogon with PID 1679 (/Users/sun/Documents/java/code/FEBS-Vue-Fix/backend/target/classes started by sun in /Users/sun/Documents/java/code/FEBS-Vue-Fix)
2020-08-13 16:11:10.970 febs [main] INFO  o.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2020-08-13 16:11:10.970 febs [main] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.1 created.
2020-08-13 16:11:11.061 febs [main] INFO  o.s.s.quartz.LocalDataSourceJobStore - Using db table-based data access locking (synchronization).
2020-08-13 16:11:11.063 febs [main] INFO  o.s.s.quartz.LocalDataSourceJobStore - JobStoreCMT initialized.
2020-08-13 16:11:11.064 febs [main] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.1) 'MyScheduler' with instanceId 'bogon1597306270961'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 20 threads.
  Using job-store 'org.springframework.scheduling.quartz.LocalDataSourceJobStore' - which supports persistence. and is clustered.

2020-08-13 16:11:11.064 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'MyScheduler' initialized from an externally provided properties instance.
2020-08-13 16:11:11.064 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.1
2020-08-13 16:11:11.066 febs [main] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@a2df0d5
2020-08-13 16:11:11.159 febs [main] INFO  p6spy - 2020-08-13 16:11:11 | 耗时 16 ms | SQL 语句：
select job_id jobId, bean_name beanName, method_name methodName, params, cron_expression cronExpression, status, remark, create_time createTime from t_job order by job_id;
2020-08-13 16:11:14.253 febs [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2020-08-13 16:11:14.421 febs [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'taskExecutor'
2020-08-13 16:11:14.452 febs [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2020-08-13 16:11:16.099 febs [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2020-08-13 16:11:16.211 febs [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
2020-08-13 16:11:16.268 febs [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-08-13 16:11:16.341 febs [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
2020-08-13 16:11:16.589 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_1
2020-08-13 16:11:16.603 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_2
2020-08-13 16:11:16.618 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_3
2020-08-13 16:11:16.627 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_4
2020-08-13 16:11:16.644 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_5
2020-08-13 16:11:16.685 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_6
2020-08-13 16:11:16.693 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_7
2020-08-13 16:11:16.715 febs [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: exportUsingPOST_8
2020-08-13 16:11:16.751 febs [main] INFO  o.s.s.quartz.SchedulerFactoryBean - Will start Quartz Scheduler [MyScheduler] in 1 seconds
2020-08-13 16:11:16.771 febs [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9527"]
2020-08-13 16:11:16.823 febs [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9527 (http) with context path ''
2020-08-13 16:11:16.827 febs [main] INFO  cc.mrbird.febs.FebsApplication - Started FebsApplication in 14.388 seconds (JVM running for 15.338)
2020-08-13 16:11:16.834 febs [scheduling-1] INFO  cc.mrbird.febs.common.task.CacheTask - delete expired user
2020-08-13 16:11:16.845 febs [main] INFO  c.m.f.common.runner.CacheInitRunner - Redis连接中 ······
2020-08-13 16:11:16.865 febs [main] INFO  c.m.f.common.runner.CacheInitRunner - 缓存初始化 ······
2020-08-13 16:11:16.866 febs [main] INFO  c.m.f.common.runner.CacheInitRunner - 缓存用户数据 ······
2020-08-13 16:11:16.962 febs [main] INFO  p6spy - 2020-08-13 16:11:16 | 耗时 16 ms | SQL 语句：
SELECT USER_ID,description,password,modify_time,email,ssex,mobile,dept_id,avatar,last_login_time,create_time,status,username FROM t_user;
2020-08-13 16:11:16.985 febs [main] INFO  p6spy - 2020-08-13 16:11:16 | 耗时 16 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'mrbird' group by u.username, u.user_id, u.password, u.email, u.mobile, u.STATUS, u.create_time, u.ssex, d.dept_id, d.dept_name, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME;
2020-08-13 16:11:17.134 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 18 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'mrbird';
2020-08-13 16:11:17.206 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 17 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'mrbird' and m.perms is not null and m.perms <> '';
2020-08-13 16:11:17.297 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 16 ms | SQL 语句：
SELECT USER_ID,layout,color,multi_page,fix_siderbar,fix_header,theme FROM t_user_config WHERE USER_ID='1' ;
2020-08-13 16:11:17.353 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 17 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'scott' group by u.username, u.user_id, u.password, u.email, u.mobile, u.STATUS, u.create_time, u.ssex, d.dept_id, d.dept_name, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME;
2020-08-13 16:11:17.410 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 17 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'scott';
2020-08-13 16:11:17.478 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 16 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'scott' and m.perms is not null and m.perms <> '';
2020-08-13 16:11:17.537 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 15 ms | SQL 语句：
SELECT USER_ID,layout,color,multi_page,fix_siderbar,fix_header,theme FROM t_user_config WHERE USER_ID='2' ;
2020-08-13 16:11:17.593 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 16 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'jack' group by u.username, u.user_id, u.password, u.email, u.mobile, u.STATUS, u.create_time, u.ssex, d.dept_id, d.dept_name, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME;
2020-08-13 16:11:17.647 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 17 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'jack';
2020-08-13 16:11:17.724 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 22 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'jack' and m.perms is not null and m.perms <> '';
2020-08-13 16:11:17.753 febs [Quartz Scheduler [MyScheduler]] INFO  o.s.s.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now, after delay of 1 seconds
2020-08-13 16:11:17.831 febs [main] INFO  p6spy - 2020-08-13 16:11:17 | 耗时 17 ms | SQL 语句：
SELECT USER_ID,layout,color,multi_page,fix_siderbar,fix_header,theme FROM t_user_config WHERE USER_ID='12' ;
2020-08-13 16:11:17.871 febs [main] INFO  c.m.f.common.runner.StartedUpRunner -  __    ___   _      ___   _     ____ _____  ____ 
2020-08-13 16:11:17.871 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - / /`  / / \ | |\/| | |_) | |   | |_   | |  | |_  
2020-08-13 16:11:17.872 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - \_\_, \_\_/ |_|  | |_|   |_|__ |_|__  |_|  |_|__ 
2020-08-13 16:11:17.872 febs [main] INFO  c.m.f.common.runner.StartedUpRunner -                                                       
2020-08-13 16:11:17.872 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - FEBS 启动完毕，时间：2020-08-13T16:11:17.872
2020-08-13 16:11:17.902 febs [Quartz Scheduler [MyScheduler]] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-08-13 16:11:17.902 febs [Quartz Scheduler [MyScheduler]] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "bogon1597305324107"'s failed in-progress jobs.
2020-08-13 16:11:17.973 febs [Quartz Scheduler [MyScheduler]] INFO  p6spy - 
2020-08-13 16:11:17.993 febs [Quartz Scheduler [MyScheduler]] INFO  org.quartz.core.QuartzScheduler - Scheduler MyScheduler_$_bogon1597306270961 started.
2020-08-13 16:11:18.023 febs [RMI TCP Connection(2)-172.22.146.14] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-08-13 16:11:18.024 febs [RMI TCP Connection(2)-172.22.146.14] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-08-13 16:11:18.046 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:11:18.048 febs [RMI TCP Connection(2)-172.22.146.14] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 24 ms
2020-08-13 16:11:18.058 febs [RMI TCP Connection(1)-172.22.146.14] INFO  p6spy - 2020-08-13 16:11:18 | 耗时 18 ms | SQL 语句：
select 1;
2020-08-13 16:11:18.070 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:11:30.058 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:11:32.940 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:11:32.957 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:11:42.090 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:11:47.364 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:11:48.045 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:11:48.111 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:11:54.066 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:12:03.093 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:12:03.119 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:12:06.098 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:12:11.850 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:12:18.079 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:12:18.159 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:12:18.176 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:12:30.076 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:12:33.214 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:12:33.232 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:12:36.569 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:12:42.099 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:12:48.284 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:12:48.303 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:12:54.079 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:13:01.593 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:13:03.355 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:13:03.373 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:13:06.088 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:13:18.087 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:13:18.413 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:13:18.429 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:13:24.795 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:13:30.092 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:13:33.484 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:13:33.503 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:13:42.091 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:13:48.546 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:13:48.564 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:13:51.004 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:13:54.100 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:14:03.621 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:14:03.641 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:14:06.103 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:14:18.129 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:14:18.696 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:14:18.713 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:14:19.880 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:14:30.106 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:14:33.755 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:14:33.772 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:14:42.111 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:14:46.110 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:14:48.828 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:14:48.845 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:14:54.109 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:15:03.883 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:15:03.899 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:15:06.117 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:15:12.170 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:15:18.114 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:15:18.966 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:15:18.983 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:15:30.118 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:15:34.022 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:15:34.039 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:15:39.668 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:15:42.124 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:15:49.123 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:15:49.148 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:15:54.118 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:16:04.182 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:16:04.223 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:16:05.876 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:16:06.128 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:16:18.125 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:16:19.236 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:16:19.253 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:16:30.126 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:16:34.304 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:16:34.322 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:16:35.022 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:16:42.136 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:16:49.362 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:16:49.380 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:16:54.130 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:16:58.749 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:17:04.437 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:17:04.453 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:17:06.165 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:17:18.141 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:17:19.495 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:17:19.515 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:17:22.758 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:17:30.138 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:17:34.568 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:17:34.584 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:17:42.142 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:17:49.636 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:17:49.653 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:17:50.601 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:17:54.139 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:18:04.706 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:18:04.723 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:18:06.157 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:18:18.150 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:18:19.023 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:18:19.786 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:18:19.808 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:18:30.150 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:18:34.845 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:18:34.862 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:18:42.150 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:18:45.249 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:18:49.909 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:18:49.927 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:18:54.149 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:19:04.963 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:19:04.980 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:19:06.159 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:19:12.369 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-08-13 16:19:18.158 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:19:20.032 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:19:20.050 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:19:30.166 febs [QuartzScheduler_MyScheduler-bogon1597306270961_MisfireHandler] INFO  p6spy - 
2020-08-13 16:19:35.110 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
2020-08-13 16:19:35.132 febs [QuartzScheduler_MyScheduler-bogon1597306270961_ClusterManager] INFO  p6spy - 
